"Feature","Med_Core","Med_Div","p_val","p_adj","Fold_Change"
"SA_Extracellular_exchange_FBA",4470.59974,4454.82672,0.847565974110471,0.94683045756485,0.996471833553142
"SA_Linoleate_metabolism_L1w",0,0,0.865767572462559,0.95700367081576,NA
"LipidUnsat_FBA",0,0,0.866853067980813,0.95700367081576,NA
"SA_Glycosphingolipid_metabolism_L1w",2.205e-12,1.81e-12,0.869917862958073,0.95700367081576,0.820861678004535
"SA_Taurine_and_hypotaurine_metabolism_L1w",0,0,0.872108183888555,0.95700367081576,NA
"SA_Heme_synthesis_FBA",0,0,0.886397876509475,0.968399442177752,NA
"LipidPL_FBA",7.06,7.06,0.890621992752712,0.96874672895909,1
"SA_Arginine_and_proline_metabolism_pFBA",0,0,0.89474233040808,0.968978593629711,NA
"SA_Glutamate_metabolism_FBA",3749.9996875,3631.614808,0.902694175647966,0.971497845472734,0.968430696169225
"SA_Transport__peroxisomal_pFBA",0,0,0.904903235097587,0.971497845472734,NA
"RedoxIndex_FBA",4187.587775,4833.333333,0.91167774466615,0.972013413165668,1.15420466213392
"SA_Taurine_and_hypotaurine_metabolism_FBA",0,0,0.913222279304841,0.972013413165668,NA
"SA_Glycine__serine__alanine__and_threonine_metabolism_FBA",1163.380475,1121.788889,0.940796164766657,0.996079194728799,0.964249369063891
"SA_ROS_detoxification_FBA",518.61554345,499.99903,0.94433921811965,0.996079194728799,0.964103441007269
"SA_Transport__extracellular_FBA",5974.95127,5974.329521,0.950334094371996,0.996079194728799,0.999895940741287
"SA_Oxidative_phosphorylation_FBA",2.1763839285,1.219583333,0.958642606840942,0.996079194728799,0.56037141104996
"SA_Aminosugar_metabolism_FBA",0,0,0.970030534245604,0.996079194728799,NA
"SA_Transport__golgi_apparatus_FBA",0,0,0.97141486905471,0.996079194728799,NA
"SA_Purine_synthesis_FBA",0,0,0.981156355980119,0.996079194728799,NA
"SA_Vitamin_D_metabolism_L1w",0,0,0.982163415900599,0.996079194728799,NA
"TCA_completeness_L1w",0.866666667,0.866666667,0.98217942715961,0.996079194728799,1
"SA_Transport__peroxisomal_FBA",1428.571429,1219.272703,0.982364861329783,0.996079194728799,0.853490891843953
"WarburgIndex_FBA",15949.156325,17182.06094,0.992414012250454,0.996079194728799,1.07730218388213
"SA_Purine_catabolism_FBA",2676.0321795,2605.479955,0.993970117678971,0.996079194728799,0.973635509677173
"SA_Drug_metabolism_pFBA",0,0,0.995352386809452,0.996079194728799,NA
"SA_Steroid_metabolism_FBA",0,0,0.995749685784662,0.996079194728799,NA
"SA_Bile_acid_synthesis_FBA",565.92409005,500.0014193,0.996079194728799,0.996079194728799,0.883513227464525
