"Feature","Med_Core","Med_Div","p_val","p_adj","Fold_Change"
"SA_Glycolysis_gluconeogenesis_L1w",1.130808591,1.136225481,0.429054247765415,0.968851517783513,1.00479028019694
"SA_Heme_synthesis_pFBA",0,0,0.42978305718493,0.968851517783513,NA
"SA_Glycerophospholipid_metabolism_L1w",3.9946609725,4.109727333,0.432984722012174,0.968851517783513,1.0288050378473
"CU_FBA",487792.56695,485638.4632,0.435616595073005,0.968851517783513,0.995583975861976
"SA_Bile_acid_synthesis_FBA",494.63317345,843.5710977,0.436030235680479,0.968851517783513,1.70544788133842
"SA_Folate_metabolism_FBA",4146.9848945,4327.006429,0.436178945286589,0.968851517783513,1.04341022190333
"SA_Pentose_phosphate_pathway_pFBA",0,0,0.438932897489048,0.968851517783513,NA
"SA_C5_branched_dibasic_acid_metabolism_L1w",0,1.61e-12,0.439137215522981,0.968851517783513,NA
"SA_Fatty_acid_synthesis_FBA",0,0,0.443872030930181,0.968851517783513,NA
"SA_Vitamin_C_metabolism_FBA",0,0,0.445352796901378,0.968851517783513,NA
"SA_Pyrimidine_synthesis_pFBA",3.23895,3.88674,0.450165992679628,0.968851517783513,1.2
"SA_Tetrahydrobiopterin_metabolism_FBA",0,0,0.461033832202027,0.968851517783513,NA
"SA_Drug_metabolism_L1w",15.319766145,13.97639196,0.463314920457823,0.968851517783513,0.91231105146873
"SA_Nucleotide_salvage_pathway_FBA",0,0,0.46710977017562,0.968851517783513,NA
"LipidSat_FBA",0,0,0.467217942371414,0.968851517783513,NA
"SA_Tyrosine_metabolism_L1w",1.102231906,0.843949189,0.47381370410693,0.968851517783513,0.765672980800104
"SA_Transport__mitochondrial_FBA",3993.227622,3951.998728,0.477771812856365,0.968851517783513,0.989675295800105
"SA_Transport__golgi_apparatus_L1w",1.31e-05,1.21e-05,0.480626783864995,0.968851517783513,0.923664122137405
"SA_Heme_degradation_FBA",0,0,0.488368591825211,0.968851517783513,NA
"SA_Extracellular_exchange_L1w",31.47863328,31.65894041,0.490960935781675,0.968851517783513,1.00572792117104
"LipidUnsat_L1w",0.029741006,0.013661534,0.495918444453658,0.968851517783513,0.459350097303366
"SA_Limonene_and_pinene_degradation_L1w",0,0,0.497356670097613,0.968851517783513,NA
"SA_Folate_metabolism_pFBA",0.44275,0.5913,0.500382620235846,0.968851517783513,1.33551665725579
"SA_Taurine_and_hypotaurine_metabolism_L1w",0,0,0.500696186721574,0.968851517783513,NA
"SA_Arginine_and_proline_metabolism_FBA",0,0.000606061,0.500955443923919,0.968851517783513,NA
"SA_Tryptophan_metabolism_pFBA",3.7101818915,0.000344288,0.502853987607296,0.968851517783513,9.27954504841828e-05
